楽曲名,難易度,レベル,MAX
Poppin’Cats!!,MAXIMUM,17,5830
Fairy in Strasbourg,NOVICE,3,-1
Fairy in Strasbourg,ADVANCED,8,-1
Fairy in Strasbourg,EXHAUST,13,3273
Fairy in Strasbourg,MAXIMUM,16,4860
春時雨,NOVICE,4,-1
春時雨,ADVANCED,9,-1
春時雨,EXHAUST,13,3556
春時雨,MAXIMUM,16,5492
゜*。Chantilly Fille。*°,NOVICE,5,-1
゜*。Chantilly Fille。*°,ADVANCED,11,-1
゜*。Chantilly Fille。*°,EXHAUST,14,3901
゜*。Chantilly Fille。*°,MAXIMUM,16,5635
QUAKE,NOVICE,4,-1
QUAKE,ADVANCED,11,-1
QUAKE,EXHAUST,14,4177
QUAKE,MAXIMUM,17,4815
HP:1,NOVICE,6,-1
HP:1,ADVANCED,12,-1
HP:1,EXHAUST,15,3956
HP:1,MAXIMUM,18,5788
It's a new day!,NOVICE,4,-1
It's a new day!,ADVANCED,7,-1
It's a new day!,EXHAUST,12,2626
It's a new day!,MAXIMUM,16,4221
GERBERA,NOVICE,6,-1
GERBERA,ADVANCED,12,-1
GERBERA,EXHAUST,16,5956
GERBERA,MAXIMUM,18,8469
闇夜に舞うは紅の華,NOVICE,5,-1
闇夜に舞うは紅の華,ADVANCED,12,-1
闇夜に舞うは紅の華,EXHAUST,15,3680
闇夜に舞うは紅の華,MAXIMUM,17,5263
Far Away,NOVICE,5,-1
Far Away,ADVANCED,12,-1
Far Away,EXHAUST,14,4249
Far Away,MAXIMUM,17,6106
BEAST BASS BOMB,NOVICE,6,-1
BEAST BASS BOMB,ADVANCED,11,-1
BEAST BASS BOMB,EXHAUST,15,3703
BEAST BASS BOMB,MAXIMUM,18,6082
Hug!! Vs. Hug!!,NOVICE,6,-1
Hug!! Vs. Hug!!,ADVANCED,13,2531
Hug!! Vs. Hug!!,EXHAUST,16,4098
Hug!! Vs. Hug!!,MAXIMUM,18,6227
TWO-TORIAL,NOVICE,7,-1
TWO-TORIAL,ADVANCED,14,3650
TWO-TORIAL,EXHAUST,17,5348
TWO-TORIAL,MAXIMUM,19,7084
#SpeedyCats,NOVICE,6,-1
#SpeedyCats,ADVANCED,13,3863
#SpeedyCats,EXHAUST,16,5019
#SpeedyCats,MAXIMUM,18,6738
Cy-Bird,NOVICE,5,-1
Cy-Bird,ADVANCED,11,-1
Cy-Bird,EXHAUST,14,3979
Cy-Bird,MAXIMUM,17,6365
All Clear!!,NOVICE,5,-1
All Clear!!,ADVANCED,11,-1
All Clear!!,EXHAUST,14,3755
All Clear!!,MAXIMUM,17,5976
OPEN MY GATE,NOVICE,5,-1
OPEN MY GATE,ADVANCED,12,-1
OPEN MY GATE,EXHAUST,14,3547
OPEN MY GATE,MAXIMUM,18,5597
PIERROT KNIfE,NOVICE,5,-1
PIERROT KNIfE,ADVANCED,11,-1
PIERROT KNIfE,EXHAUST,14,4241
PIERROT KNIfE,MAXIMUM,17,6374
Be a Hero!,NOVICE,5,-1
Be a Hero!,ADVANCED,11,-1
Be a Hero!,EXHAUST,15,4746
Be a Hero!,MAXIMUM,18,7695
DropZ-Line-,NOVICE,6,-1
DropZ-Line-,ADVANCED,12,-1
DropZ-Line-,EXHAUST,16,4399
DropZ-Line-,MAXIMUM,18,6428
Destruction & Qreation,NOVICE,5,-1
Destruction & Qreation,ADVANCED,10,-1
Destruction & Qreation,EXHAUST,13,3599
Destruction & Qreation,MAXIMUM,17,6890
Xibercannon,NOVICE,6,-1
Xibercannon,ADVANCED,12,-1
Xibercannon,EXHAUST,15,4985
Xibercannon,MAXIMUM,17,6034
Goddess Bless you,NOVICE,6,-1
Goddess Bless you,ADVANCED,12,-1
Goddess Bless you,EXHAUST,15,5697
Goddess Bless you,MAXIMUM,18,8060
Khionos TiARA,NOVICE,6,-1
Khionos TiARA,ADVANCED,13,3896
Khionos TiARA,EXHAUST,16,5433
Khionos TiARA,MAXIMUM,18,7793
Chaotic Romance,NOVICE,6,-1
Chaotic Romance,ADVANCED,11,-1
Chaotic Romance,EXHAUST,14,4569
Chaotic Romance,MAXIMUM,17,6642
おにいちゃんハイテック,NOVICE,5,-1
おにいちゃんハイテック,ADVANCED,10,-1
おにいちゃんハイテック,EXHAUST,13,2966
おにいちゃんハイテック,MAXIMUM,17,4926
KAC 2013 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- Empress Side,NOVICE,7,-1
KAC 2013 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- Empress Side,ADVANCED,13,4666
KAC 2013 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- Empress Side,EXHAUST,18,7884
KAC 2013 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- Empress Side,MAXIMUM,19,9630
Royal Action,NOVICE,6,-1
Royal Action,ADVANCED,12,-1
Royal Action,EXHAUST,14,4391
Royal Action,MAXIMUM,17,5804
Lowermost revolt,NOVICE,6,-1
Lowermost revolt,ADVANCED,13,4050
Lowermost revolt,EXHAUST,16,4935
Lowermost revolt,MAXIMUM,18,7002
ルミナスデイズ,NOVICE,4,-1
ルミナスデイズ,ADVANCED,8,-1
ルミナスデイズ,EXHAUST,12,3380
ルミナスデイズ,MAXIMUM,16,4783
ボーイミーツ・ブルー,NOVICE,5,-1
ボーイミーツ・ブルー,ADVANCED,10,-1
ボーイミーツ・ブルー,EXHAUST,13,3724
ボーイミーツ・ブルー,MAXIMUM,17,5916
ツキアカリ,NOVICE,6,-1
ツキアカリ,ADVANCED,11,-1
ツキアカリ,EXHAUST,14,3943
ツキアカリ,MAXIMUM,17,5643
Zelophilia,NOVICE,5,-1
Zelophilia,ADVANCED,12,-1
Zelophilia,EXHAUST,15,4221
Zelophilia,MAXIMUM,17,5448
極彩天奏,NOVICE,6,-1
極彩天奏,ADVANCED,12,-1
極彩天奏,EXHAUST,15,4068
極彩天奏,MAXIMUM,18,6396
НУМЛ,NOVICE,6,-1
НУМЛ,ADVANCED,12,-1
НУМЛ,EXHAUST,15,5751
НУМЛ,MAXIMUM,18,7784
cobalt,NOVICE,5,-1
cobalt,ADVANCED,11,-1
cobalt,EXHAUST,14,4142
cobalt,MAXIMUM,17,5392
Lost wing at.0,NOVICE,6,-1
Lost wing at.0,ADVANCED,12,-1
Lost wing at.0,EXHAUST,15,4595
Lost wing at.0,MAXIMUM,17,7485
メイビ～初恋！？ビスケット☆大作戦,NOVICE,6,-1
メイビ～初恋！？ビスケット☆大作戦,ADVANCED,13,3276
メイビ～初恋！？ビスケット☆大作戦,EXHAUST,16,4297
メイビ～初恋！？ビスケット☆大作戦,MAXIMUM,18,5970
VOLTEXES IV,NOVICE,5,-1
VOLTEXES IV,ADVANCED,11,-1
VOLTEXES IV,EXHAUST,14,3391
VOLTEXES IV,MAXIMUM,17,5172
びいすと！,NOVICE,6,-1
びいすと！,ADVANCED,12,-1
びいすと！,EXHAUST,15,4170
びいすと！,MAXIMUM,18,5926
トキメキストリーム,NOVICE,4,-1
トキメキストリーム,ADVANCED,10,-1
トキメキストリーム,EXHAUST,13,3163
トキメキストリーム,MAXIMUM,16,4245
それは花火のような恋,NOVICE,6,-1
それは花火のような恋,ADVANCED,12,-1
それは花火のような恋,EXHAUST,14,4324
それは花火のような恋,MAXIMUM,17,6095
SPACE VILLAGE,NOVICE,6,-1
SPACE VILLAGE,ADVANCED,12,-1
SPACE VILLAGE,EXHAUST,14,3665
SPACE VILLAGE,MAXIMUM,17,5312
スカイダイバー,NOVICE,5,-1
スカイダイバー,ADVANCED,11,-1
スカイダイバー,EXHAUST,13,3218
スカイダイバー,MAXIMUM,16,4249
CARNIVOROUS,NOVICE,5,-1
CARNIVOROUS,ADVANCED,11,-1
CARNIVOROUS,EXHAUST,13,3464
CARNIVOROUS,MAXIMUM,17,5034
Random Box,NOVICE,4,-1
Random Box,ADVANCED,10,-1
Random Box,EXHAUST,13,2638
Random Box,MAXIMUM,16,4065
Lionheart,NOVICE,5,-1
Lionheart,ADVANCED,11,-1
Lionheart,EXHAUST,14,3392
Lionheart,MAXIMUM,16,5065
MONOLITH,NOVICE,6,-1
MONOLITH,ADVANCED,13,3736
MONOLITH,EXHAUST,15,4866
MONOLITH,MAXIMUM,18,7227
planetarium,NOVICE,6,-1
planetarium,ADVANCED,12,-1
planetarium,EXHAUST,15,4089
planetarium,MAXIMUM,17,5799
BREAKNECK NY☆N! NY★N!,NOVICE,6,-1
BREAKNECK NY☆N! NY★N!,ADVANCED,12,-1
BREAKNECK NY☆N! NY★N!,EXHAUST,15,3962
BREAKNECK NY☆N! NY★N!,MAXIMUM,17,6674
Last Resort,NOVICE,7,-1
Last Resort,ADVANCED,14,4808
Last Resort,EXHAUST,17,6690
Last Resort,MAXIMUM,19,9252
羅生門,NOVICE,6,-1
羅生門,ADVANCED,13,3234
羅生門,EXHAUST,15,4733
羅生門,MAXIMUM,17,6214
僕らの時間,NOVICE,6,-1
僕らの時間,ADVANCED,11,-1
僕らの時間,EXHAUST,14,4029
僕らの時間,MAXIMUM,17,6127
神話に芽吹く,NOVICE,6,-1
神話に芽吹く,ADVANCED,12,-1
神話に芽吹く,EXHAUST,15,4473
神話に芽吹く,MAXIMUM,18,7432
Sacrifice and Faith,NOVICE,6,-1
Sacrifice and Faith,ADVANCED,12,-1
Sacrifice and Faith,EXHAUST,15,4722
Sacrifice and Faith,MAXIMUM,18,6829
Cloud 9,NOVICE,6,-1
Cloud 9,ADVANCED,13,3519
Cloud 9,EXHAUST,16,5573
Cloud 9,MAXIMUM,18,6277
CUTE-Reflection,NOVICE,6,-1
CUTE-Reflection,ADVANCED,11,-1
CUTE-Reflection,EXHAUST,14,4177
CUTE-Reflection,MAXIMUM,17,6764
A Lasting Promise,NOVICE,7,-1
A Lasting Promise,ADVANCED,14,3334
A Lasting Promise,EXHAUST,17,5758
A Lasting Promise,MAXIMUM,19,7148
I,NOVICE,8,-1
I,ADVANCED,15,5841
I,EXHAUST,18,8275
I,MAXIMUM,20,9664
ワールズエンド・ダンスホール,NOVICE,5,-1
ワールズエンド・ダンスホール,ADVANCED,10,-1
ワールズエンド・ダンスホール,EXHAUST,14,4460
ワールズエンド・ダンスホール,MAXIMUM,18,6215
Libera me,NOVICE,6,-1
Libera me,ADVANCED,11,-1
Libera me,EXHAUST,14,3876
Libera me,MAXIMUM,17,5720
GERBERA-For Finalists-,NOVICE,7,-1
GERBERA-For Finalists-,ADVANCED,13,3908
GERBERA-For Finalists-,EXHAUST,17,6771
GERBERA-For Finalists-,MAXIMUM,19,8647
からくりピエロ,NOVICE,2,-1
からくりピエロ,ADVANCED,8,-1
からくりピエロ,EXHAUST,12,2422
からくりピエロ,MAXIMUM,16,3318
Яe's NoVǢ,NOVICE,6,-1
Яe's NoVǢ,ADVANCED,12,-1
Яe's NoVǢ,EXHAUST,15,5289
Яe's NoVǢ,MAXIMUM,18,8317
メルヘン風紀委員会,NOVICE,5,-1
メルヘン風紀委員会,ADVANCED,11,-1
メルヘン風紀委員会,EXHAUST,14,4370
メルヘン風紀委員会,MAXIMUM,17,6145
プラネタジャーニー,NOVICE,5,-1
プラネタジャーニー,ADVANCED,11,-1
プラネタジャーニー,EXHAUST,14,3400
プラネタジャーニー,MAXIMUM,17,4941
BlueMoon Princess,NOVICE,6,-1
BlueMoon Princess,ADVANCED,13,4168
BlueMoon Princess,EXHAUST,16,6009
BlueMoon Princess,MAXIMUM,18,7845
Xéroa,NOVICE,7,-1
Xéroa,ADVANCED,14,3262
Xéroa,EXHAUST,17,5111
Xéroa,MAXIMUM,19,7041
crossing blue,NOVICE,6,-1
crossing blue,ADVANCED,13,4825
crossing blue,EXHAUST,16,6424
crossing blue,MAXIMUM,18,8214
Wings of Glory,NOVICE,6,-1
Wings of Glory,ADVANCED,12,-1
Wings of Glory,EXHAUST,15,5142
Wings of Glory,MAXIMUM,18,7151
Awakening,NOVICE,7,-1
Awakening,ADVANCED,14,4386
Awakening,EXHAUST,17,6540
Awakening,MAXIMUM,19,7913
分けるな危険！モモモモモモーイズム,NOVICE,5,-1
分けるな危険！モモモモモモーイズム,ADVANCED,11,-1
分けるな危険！モモモモモモーイズム,EXHAUST,14,3560
分けるな危険！モモモモモモーイズム,MAXIMUM,17,5657
惑星☆ロリポップ,NOVICE,5,-1
惑星☆ロリポップ,ADVANCED,11,-1
惑星☆ロリポップ,EXHAUST,13,2890
惑星☆ロリポップ,MAXIMUM,16,4524
ロプノールの商隊,NOVICE,6,-1
ロプノールの商隊,ADVANCED,12,-1
ロプノールの商隊,EXHAUST,14,3885
ロプノールの商隊,MAXIMUM,17,5678
Royal Judgement,NOVICE,6,-1
Royal Judgement,ADVANCED,11,-1
Royal Judgement,EXHAUST,14,4118
Royal Judgement,GRAVITY,17,6545
蟲の棲む処,NOVICE,6,-1
蟲の棲む処,ADVANCED,12,-1
蟲の棲む処,EXHAUST,15,3717
蟲の棲む処,MAXIMUM,17,4808
BELOBOG,NOVICE,7,-1
BELOBOG,ADVANCED,14,3876
BELOBOG,EXHAUST,17,5625
BELOBOG,MAXIMUM,19,7331
Phlox,NOVICE,5,-1
Phlox,ADVANCED,12,-1
Phlox,EXHAUST,14,3836
Phlox,MAXIMUM,17,5244
ビビットストリーム,NOVICE,4,-1
ビビットストリーム,ADVANCED,10,-1
ビビットストリーム,EXHAUST,13,3807
ビビットストリーム,MAXIMUM,16,4966
CHERNOBOG,NOVICE,6,-1
CHERNOBOG,ADVANCED,13,3498
CHERNOBOG,EXHAUST,16,5068
CHERNOBOG,MAXIMUM,18,7282
スピーカーガール！,NOVICE,5,-1
スピーカーガール！,ADVANCED,10,-1
スピーカーガール！,EXHAUST,13,4250
スピーカーガール！,GRAVITY,16,6019
Sky High,NOVICE,6,-1
Sky High,ADVANCED,13,3892
Sky High,EXHAUST,15,4741
Sky High,MAXIMUM,18,6475
業焔繚乱,NOVICE,6,-1
業焔繚乱,ADVANCED,12,-1
業焔繚乱,EXHAUST,15,4737
業焔繚乱,GRAVITY,18,7532
Re：End of a Dream,NOVICE,6,-1
Re：End of a Dream,ADVANCED,13,4548
Re：End of a Dream,EXHAUST,16,6524
Re：End of a Dream,MAXIMUM,18,7896
RHYZING BEAT,NOVICE,5,-1
RHYZING BEAT,ADVANCED,12,-1
RHYZING BEAT,EXHAUST,15,4229
RHYZING BEAT,MAXIMUM,18,6164
β,NOVICE,5,-1
β,ADVANCED,11,-1
β,EXHAUST,14,4872
β,MAXIMUM,17,6738
New Leaf,NOVICE,6,-1
New Leaf,ADVANCED,13,3268
New Leaf,EXHAUST,15,4438
New Leaf,MAXIMUM,18,6910
Decoy,NOVICE,6,-1
Decoy,ADVANCED,12,-1
Decoy,EXHAUST,14,4257
Decoy,MAXIMUM,17,6597
Oriens,NOVICE,6,-1
Oriens,ADVANCED,12,-1
Oriens,EXHAUST,14,3958
Oriens,MAXIMUM,17,6170
Evans,NOVICE,6,-1
Evans,ADVANCED,13,3425
Evans,EXHAUST,15,4231
Evans,MAXIMUM,18,6130
Arcade Prison,NOVICE,5,-1
Arcade Prison,ADVANCED,11,-1
Arcade Prison,EXHAUST,14,3500
Arcade Prison,MAXIMUM,17,5090
私の恋色。,NOVICE,5,-1
私の恋色。,ADVANCED,11,-1
私の恋色。,EXHAUST,13,3814
私の恋色。,MAXIMUM,16,5399
Dreaming feat. nomico,NOVICE,4,-1
Dreaming feat. nomico,ADVANCED,10,-1
Dreaming feat. nomico,EXHAUST,13,3583
Dreaming feat. nomico,MAXIMUM,17,5489
Two of Us,NOVICE,4,-1
Two of Us,ADVANCED,8,-1
Two of Us,EXHAUST,12,1945
Two of Us,MAXIMUM,16,2710
Divine's:Bugscript,NOVICE,6,-1
Divine's:Bugscript,ADVANCED,13,3826
Divine's:Bugscript,EXHAUST,15,5627
Divine's:Bugscript,MAXIMUM,18,8377
disordered asia,NOVICE,4,-1
disordered asia,ADVANCED,10,-1
disordered asia,EXHAUST,13,3462
disordered asia,MAXIMUM,16,4761
SAtAN,NOVICE,6,-1
SAtAN,ADVANCED,13,3217
SAtAN,EXHAUST,16,4626
SAtAN,MAXIMUM,18,6429
Iridescent Clouds,NOVICE,6,-1
Iridescent Clouds,ADVANCED,11,-1
Iridescent Clouds,EXHAUST,14,4285
Iridescent Clouds,MAXIMUM,17,6104
アワデコノヨヲ,NOVICE,5,-1
アワデコノヨヲ,ADVANCED,12,-1
アワデコノヨヲ,EXHAUST,15,5072
アワデコノヨヲ,MAXIMUM,17,6618
Redshift,NOVICE,6,-1
Redshift,ADVANCED,13,3785
Redshift,EXHAUST,16,5384
Redshift,MAXIMUM,18,6790
La Danza del Fuego,NOVICE,4,-1
La Danza del Fuego,ADVANCED,11,-1
La Danza del Fuego,EXHAUST,14,3573
La Danza del Fuego,MAXIMUM,16,4703
LastΩmegA,NOVICE,6,-1
LastΩmegA,ADVANCED,13,3696
LastΩmegA,EXHAUST,16,5009
LastΩmegA,MAXIMUM,18,7413
片翼のディザイア,NOVICE,5,-1
片翼のディザイア,ADVANCED,12,-1
片翼のディザイア,EXHAUST,15,3769
片翼のディザイア,MAXIMUM,17,5241
Blue Stream,NOVICE,5,-1
Blue Stream,ADVANCED,12,-1
Blue Stream,EXHAUST,14,3499
Blue Stream,MAXIMUM,17,5202
誰が為に兎は舞う＝狂速狂騒曲＝,NOVICE,6,-1
誰が為に兎は舞う＝狂速狂騒曲＝,ADVANCED,13,3721
誰が為に兎は舞う＝狂速狂騒曲＝,EXHAUST,16,5486
誰が為に兎は舞う＝狂速狂騒曲＝,MAXIMUM,18,7827
Touch My Body,NOVICE,5,-1
Touch My Body,ADVANCED,12,-1
Touch My Body,EXHAUST,15,3574
Touch My Body,MAXIMUM,18,5275
SUPER BUBBLE JOURNEY,NOVICE,5,-1
SUPER BUBBLE JOURNEY,ADVANCED,11,-1
SUPER BUBBLE JOURNEY,EXHAUST,14,3668
SUPER BUBBLE JOURNEY,MAXIMUM,17,5145
煙,NOVICE,5,-1
煙,ADVANCED,12,-1
煙,EXHAUST,14,3896
煙,MAXIMUM,17,6338
ILL-STARRED Diver,NOVICE,5,-1
ILL-STARRED Diver,ADVANCED,11,-1
ILL-STARRED Diver,EXHAUST,13,3459
ILL-STARRED Diver,MAXIMUM,17,5289
Nexta,NOVICE,6,-1
Nexta,ADVANCED,12,-1
Nexta,EXHAUST,15,4931
Nexta,GRAVITY,18,7117
Chrono Diver -PENDULUMs-,NOVICE,7,-1
Chrono Diver -PENDULUMs-,ADVANCED,14,4122
Chrono Diver -PENDULUMs-,EXHAUST,17,6145
Chrono Diver -PENDULUMs-,MAXIMUM,19,8524
ECHIDNA,NOVICE,6,-1
ECHIDNA,ADVANCED,12,-1
ECHIDNA,EXHAUST,15,4545
ECHIDNA,MAXIMUM,18,6432
MeteorGlow Aftermath,NOVICE,6,-1
MeteorGlow Aftermath,ADVANCED,13,3006
MeteorGlow Aftermath,EXHAUST,16,4524
MeteorGlow Aftermath,MAXIMUM,18,6120
見世物ライフ,NOVICE,4,-1
見世物ライフ,ADVANCED,10,-1
見世物ライフ,EXHAUST,13,3992
見世物ライフ,MAXIMUM,17,7048
プレインエイジア(MRM REMIX),NOVICE,6,-1
プレインエイジア(MRM REMIX),ADVANCED,12,-1
プレインエイジア(MRM REMIX),EXHAUST,14,3908
プレインエイジア(MRM REMIX),MAXIMUM,17,4850
Knights Assault,NOVICE,6,-1
Knights Assault,ADVANCED,12,-1
Knights Assault,EXHAUST,14,3220
Knights Assault,MAXIMUM,17,5458
Secret Traveler -MeniRemix-,NOVICE,5,-1
Secret Traveler -MeniRemix-,ADVANCED,10,-1
Secret Traveler -MeniRemix-,EXHAUST,14,3478
Secret Traveler -MeniRemix-,MAXIMUM,17,4414
失敗作少女,NOVICE,4,-1
失敗作少女,ADVANCED,10,-1
失敗作少女,EXHAUST,14,4412
失敗作少女,MAXIMUM,17,5899
Gate of Atlantis,NOVICE,6,-1
Gate of Atlantis,ADVANCED,13,3556
Gate of Atlantis,EXHAUST,15,4463
Gate of Atlantis,MAXIMUM,18,6448
KIMIDORI Streak!!,NOVICE,6,-1
KIMIDORI Streak!!,ADVANCED,12,-1
KIMIDORI Streak!!,EXHAUST,15,4898
KIMIDORI Streak!!,MAXIMUM,18,6688
Reb∞t,NOVICE,6,-1
Reb∞t,ADVANCED,13,4169
Reb∞t,EXHAUST,16,6477
Reb∞t,GRAVITY,18,8026
Melty Sweets,NOVICE,5,-1
Melty Sweets,ADVANCED,11,-1
Melty Sweets,EXHAUST,14,3960
Melty Sweets,MAXIMUM,17,6497
BLAZING_LAZER,NOVICE,6,-1
BLAZING_LAZER,ADVANCED,12,-1
BLAZING_LAZER,EXHAUST,16,4559
BLAZING_LAZER,MAXIMUM,18,6325
Mysterious Nights,NOVICE,4,-1
Mysterious Nights,ADVANCED,9,-1
Mysterious Nights,EXHAUST,13,3085
Mysterious Nights,MAXIMUM,16,4469
少女綺想曲 -G.X.N. Remix-,NOVICE,5,-1
少女綺想曲 -G.X.N. Remix-,ADVANCED,12,-1
少女綺想曲 -G.X.N. Remix-,EXHAUST,14,4136
少女綺想曲 -G.X.N. Remix-,MAXIMUM,17,6273
Victim of Nights,NOVICE,6,-1
Victim of Nights,ADVANCED,12,-1
Victim of Nights,EXHAUST,15,4462
Victim of Nights,MAXIMUM,18,6488
Invisible Full Moon 古屋直雪 remix,NOVICE,4,-1
Invisible Full Moon 古屋直雪 remix,ADVANCED,10,-1
Invisible Full Moon 古屋直雪 remix,EXHAUST,13,2983
Invisible Full Moon 古屋直雪 remix,MAXIMUM,16,4568
Levier'n NābYss,NOVICE,6,-1
Levier'n NābYss,ADVANCED,13,4606
Levier'n NābYss,EXHAUST,16,5971
Levier'n NābYss,MAXIMUM,18,9337
Justitia Gladius,NOVICE,6,-1
Justitia Gladius,ADVANCED,12,-1
Justitia Gladius,EXHAUST,15,3941
Justitia Gladius,MAXIMUM,17,5819
ホワイトパレード,NOVICE,6,-1
ホワイトパレード,ADVANCED,13,3956
ホワイトパレード,EXHAUST,16,5601
ホワイトパレード,MAXIMUM,18,7464
ひとりぼっちの魔王,NOVICE,3,-1
ひとりぼっちの魔王,ADVANCED,9,-1
ひとりぼっちの魔王,EXHAUST,13,2926
ひとりぼっちの魔王,MAXIMUM,16,3983
Dark Matter,NOVICE,5,-1
Dark Matter,ADVANCED,11,-1
Dark Matter,EXHAUST,14,4365
Dark Matter,MAXIMUM,17,6426
FREEDOM DiVE,NOVICE,7,-1
FREEDOM DiVE,ADVANCED,14,4478
FREEDOM DiVE,EXHAUST,17,7167
FREEDOM DiVE,MAXIMUM,19,9730
Made In Love,NOVICE,4,-1
Made In Love,ADVANCED,10,-1
Made In Love,EXHAUST,13,4075
Made In Love,MAXIMUM,17,6609
Fly Like You,NOVICE,7,-1
Fly Like You,ADVANCED,14,3630
Fly Like You,EXHAUST,17,5373
Fly Like You,MAXIMUM,19,6849
Failnaught,NOVICE,7,-1
Failnaught,ADVANCED,14,4664
Failnaught,EXHAUST,17,7044
Failnaught,MAXIMUM,19,8772
光射す澪のユズリハ,NOVICE,6,-1
光射す澪のユズリハ,ADVANCED,13,3634
光射す澪のユズリハ,EXHAUST,16,5301
光射す澪のユズリハ,MAXIMUM,18,6403
そして黄金郷へ,NOVICE,6,-1
そして黄金郷へ,ADVANCED,12,-1
そして黄金郷へ,EXHAUST,15,3706
そして黄金郷へ,MAXIMUM,18,5547
スラッシュ//シスターズ,NOVICE,6,-1
スラッシュ//シスターズ,ADVANCED,12,-1
スラッシュ//シスターズ,EXHAUST,15,4730
スラッシュ//シスターズ,MAXIMUM,18,7069
水簾ノ調,NOVICE,6,-1
水簾ノ調,ADVANCED,12,-1
水簾ノ調,EXHAUST,15,5230
水簾ノ調,MAXIMUM,18,7552
サイコパスラビット,NOVICE,6,-1
サイコパスラビット,ADVANCED,13,3896
サイコパスラビット,EXHAUST,16,5930
サイコパスラビット,MAXIMUM,18,8675
コメット⇒スケイター,NOVICE,5,-1
コメット⇒スケイター,ADVANCED,11,-1
コメット⇒スケイター,EXHAUST,14,3718
コメット⇒スケイター,MAXIMUM,17,5561
Xronièr,NOVICE,7,-1
Xronièr,ADVANCED,15,4803
Xronièr,EXHAUST,18,6776
Xronièr,MAXIMUM,20,8323
オニユリ,NOVICE,6,-1
オニユリ,ADVANCED,13,3181
オニユリ,EXHAUST,16,6062
オニユリ,MAXIMUM,18,8104
Absolute Domination,NOVICE,7,-1
Absolute Domination,ADVANCED,14,4340
Absolute Domination,EXHAUST,17,5995
Absolute Domination,MAXIMUM,19,7796
Another Chapter,NOVICE,5,-1
Another Chapter,ADVANCED,11,-1
Another Chapter,EXHAUST,14,4647
Another Chapter,MAXIMUM,17,7192
Liévre -blanche-,NOVICE,5,-1
Liévre -blanche-,ADVANCED,12,-1
Liévre -blanche-,EXHAUST,14,3688
Liévre -blanche-,MAXIMUM,17,5345
まじかる生主＠りすなちゃん,NOVICE,6,-1
まじかる生主＠りすなちゃん,ADVANCED,12,-1
まじかる生主＠りすなちゃん,EXHAUST,15,4946
まじかる生主＠りすなちゃん,GRAVITY,18,6214
Black night,NOVICE,6,-1
Black night,ADVANCED,13,3526
Black night,EXHAUST,15,4568
Black night,MAXIMUM,18,7833
Burning Spark!,NOVICE,5,-1
Burning Spark!,ADVANCED,11,-1
Burning Spark!,EXHAUST,13,3439
Burning Spark!,MAXIMUM,16,4988
灼熱のBlazin' Beat,NOVICE,4,-1
灼熱のBlazin' Beat,ADVANCED,10,-1
灼熱のBlazin' Beat,EXHAUST,13,3363
灼熱のBlazin' Beat,MAXIMUM,16,5339
Let's Bounce !!,NOVICE,3,-1
Let's Bounce !!,ADVANCED,9,-1
Let's Bounce !!,EXHAUST,13,2963
Let's Bounce !!,MAXIMUM,16,4391
MAXIVCORD,NOVICE,5,-1
MAXIVCORD,ADVANCED,11,-1
MAXIVCORD,EXHAUST,14,3394
MAXIVCORD,MAXIMUM,17,4665
Sleepless days,NOVICE,4,-1
Sleepless days,ADVANCED,10,-1
Sleepless days,EXHAUST,14,3158
Sleepless days,MAXIMUM,17,5344
Rejoin,NOVICE,5,-1
Rejoin,ADVANCED,11,-1
Rejoin,EXHAUST,14,3499
Rejoin,MAXIMUM,17,5491
Life is beautiful,NOVICE,6,-1
Life is beautiful,ADVANCED,11,-1
Life is beautiful,EXHAUST,14,4090
Life is beautiful,MAXIMUM,17,6153
Prey,NOVICE,6,-1
Prey,ADVANCED,13,3598
Prey,EXHAUST,16,5444
Prey,MAXIMUM,18,6538
風鈴花火,NOVICE,4,-1
風鈴花火,ADVANCED,10,-1
風鈴花火,EXHAUST,13,3320
風鈴花火,MAXIMUM,16,4525
Puberty Dysthymia,NOVICE,6,-1
Puberty Dysthymia,ADVANCED,12,-1
Puberty Dysthymia,EXHAUST,15,4049
Puberty Dysthymia,MAXIMUM,18,6077
星座が恋した瞬間を。,NOVICE,5,-1
星座が恋した瞬間を。,ADVANCED,11,-1
星座が恋した瞬間を。,EXHAUST,14,4335
星座が恋した瞬間を。,MAXIMUM,17,5794
SUPER SUMMER SALE,NOVICE,5,-1
SUPER SUMMER SALE,ADVANCED,11,-1
SUPER SUMMER SALE,EXHAUST,15,3416
SUPER SUMMER SALE,MAXIMUM,18,5456
Lunatic Sprinter,NOVICE,6,-1
Lunatic Sprinter,ADVANCED,12,-1
Lunatic Sprinter,EXHAUST,15,5094
Lunatic Sprinter,MAXIMUM,18,6894
蓬莱フェスティボー,NOVICE,5,-1
蓬莱フェスティボー,ADVANCED,11,-1
蓬莱フェスティボー,EXHAUST,15,4748
蓬莱フェスティボー,MAXIMUM,17,5529
Breakin' Asia,NOVICE,6,-1
Breakin' Asia,ADVANCED,13,4148
Breakin' Asia,EXHAUST,16,5428
Breakin' Asia,MAXIMUM,18,7211
